prediction,tweet
1,Concentration is a fine antidote to anxiety. -- Jack Nicklaus
0,The road to success is always under construction. -- Arnold Palmer
0,We create success or failure on the course primarily by our thoughts. -- Gary Player
0,Just arrived at @trumpdoral for the @cadillacchamp starting tomorrow- https://t.co/QVPKdLZ9J3
1,With my friends at the great @Adidas Boost event at the @cadillacchamp at @trumpdoral https://t.co/RNyzy5TpDa
1,@chubby6665: Legends on the wall in my bathroom at Trump Doral ..The refurb here is sensational great venue! http://t.co/8ZsWampxZaThanks
1,All 50 of the WORLD'S TOP 50 PLAYERS will be at TRUMP NATIONAL DORAL on Thursday - Sunday for the Cadillac World Golf Championship.
1,@KittyCakes92: @seanhannity I think @realDonaldTrump should be running instead of Jeb. We need a REAL candidate not a so-so leader.
1,"@phatpuppyart: @seanhannity @realDonaldTrump have to say I would love Donald to run---he makes me feel some pride again. Glimpses of Reagan,03-04-2015 05:04:58,28,80,false,572986064819920896"
1,@SamDoyle12 @realDonaldTrump great posts. As a budding entrepreneur I appreciate the quotes  Great--work hard and good luck!
1,Trump International Hotel &amp; Tower Vancouver will be a fantastic addition to a spectacular city. http://t.co/aF5XY8ohwL
1,Entrepreneurs: Be tough be smart be personable but dont take things personally. Thats good business.
1,Entrepreneurs: Dont ever think youve done it all already or that youve done your best. You haven't-- so don't limit yourself!
0,Entrepreneurs:  Follow your instincts and keep your focus intact. You alone know where you really want to go.
0,Entrepreneurs: Paying attention can be a cost effective way of protecting yourself.
0,Entrepreneurs: Look at the solution not the problem. Learn to focus on what will give results.
1,Entrepreneurs: Keep your momentum. Without momentum a lot of great ideas go nowhere.
0,Entrepreneurs: Keep the big picture in mind. There are always opportunities &amp; possibilities and thinking too small can negate a lot of them
1,Via @WashTimes by @SethMcLaughlin1: Donald Trump: I want to run for president so badly http://t.co/JnGqrDNbSY
0,"Via @OceanDriveMag by @SuzMcGeeNYC: ""Q&amp;A: Ivanka Trump on the Business of Golf &amp; the Championships"" http://t.co/JhYAqX9ytC"
0,"Via @BreitbartNews by @mboyle1:""Donald Trump Slams Liberals In Dishonest Press: Im Going To Start Naming Names"" http://t.co/7uzPNPJ9vK"
1,Via @dcexaminer by @rebeccagberg: Trump: 'I'm the only one who can beat' Hillaryhttp://t.co/5UKvHykSvR
1,"Via @bpolitics by @BetBrod Trump sets an aggressive tone as he insisted he's serious about running for POTUS."" http://t.co/iqdFdyHgZ4"
0,@WestJournalism Exclusive  We Asked Donald Trump What Jobs He Would Offer ISIS http://t.co/JRoqBdSV6j
1,Be sure to watch my #CPAC2015 speech with intro by @DLoesch and a Q&amp;A with @seanhannity http://t.co/unFuoJXul1
0,"Via @washingtonpost by @jdelreal: ""About that Donald Trump speech at CPAC "" http://t.co/fr4hEyfbys"
0,"Via @CBSNews by @ReenaJF: ""Donald Trump scolds Republicans: 'Toughen up'"" http://t.co/fl25maZhTU"
0,"Via @PPDNews: ""Donald Trump: I Am Not Doing This For Fun We Cant Fix U.S. Unless We Put Right Person In WH""http://t.co/jgA6OnysAl"
0,"Via @BreitbartNews: ""DONALD TRUMP: EXEC AMNESTY WILL MAKE ILLEGAL IMMIGRATION WORSE THAN ITS EVER BEEN"" http://t.co/3AwAAXAEIs"
0,"Via @NRO by @LovelaceRyanD: ""Trump Slams Bush: I Dont See Him Winning; I Dont See Theres Any Way"" http://t.co/jWlQRG4K4v"
1,Donald Trump ready to end @ApprenticeNBC for White House run http://t.co/hN3gHZFVFX via via @dcexaminer by @eScarry
1,"Via @TIME by @lullintheaction: ""#REALTIME: Donald Trump Weighs a 2016 Run At #CPAC2015"" http://t.co/aTq0RjzYbI"
0,Interview w/Melanie Batley via Newsmax http://t.co/rozkymxqIw
1,#TBT With the cast of GoodFellas https://t.co/Jk4tNhDF9X
1,"Via @UnionLeader by @tuohy: ""Trump hires Lewandowski as presidential run eyed"" http://t.co/stZOllcBqA #FITN #MakeAmericaGreatAgain"
0,Via @DailyCaller by @alweaver22:Trump: Obama One Of The Worst Things Thats Ever Happened To Israel http://t.co/0a3vkunMbp
1,Via @washingtonpost by @costareports: Trump says he is serious about 2016 bid is hiring staff and delaying TV gig http://t.co/fZB9ppIAvk
1,Trump Int'l Hotel Washington D.C.: The iconic Old Post Office Building will be one of the world's great hotels. http://t.co/5WbRYtT23g
0,So many people are angry at my comments on Mexicobut face itMexico is totally ripping off the US. Our politicians are dummies!
1,@pcufinn: @realDonaldTrump Why don't you put a TRUMP fence up and do us all a favor. Great idea.
1,"@adamodell: @realDonaldTrump just wanted to say I am loving the US celebrity apprentice on bbc1 in the UK  great show and celebrities!,02-25-2015 12:46:38,5,20,false,570565535244656641"
1,'Good Chance' Trump Will Run for President http://t.co/7VD05VjGHK via @Newsmax_Media by @melaniebatley
0,"Via @BreitbartNews: ""MAJOR COUP: DONALD TRUMP PICKS UP TOP IOWA GRASSROOTS OPERATIVE FOR POTENTIAL 2016 CAMPAIGN""http://t.co/uyTXiZ0uSp"
1,"@Sethanatorr:Trump should run for president. We need him. Obama has accomplished nothing. We all know Mr. Trump knows how to get stuff done,02-25-2015 02:46:15,58,122,false,570414440954372096"
1,@ShotGunFloyd: @realDonaldTrump classic!
0,The Mexican legal system is corrupt as is much of Mexico. Pay me the money that is owed me now - and stop sending criminals over our border
0,Trump International Golf Links and Hotel Ireland is located on the Atlantic Ocean in County Clare. Spectacular! http://t.co/nT7zundGmV
0,Trump National Golf Club Los Angeles is situated on the Palos Verdes Peninsula overlooking the Pacific Ocean... http://t.co/Gktsmo70Jc
0,The evening news broadcasts must stop talking about weatherboring and too many other topics.
1,I could fix tv talk shows that are doing poorlythere is tremendous talent out there waiting to be tappedand nobody sees it!
1,Put the glamour beauty &amp; mystery back in the Oscars and the ratings will zoom. Also &amp; most importantly the Oscars need credibility.
1,I told everybody the Oscars were no goodNielsen ratings confirmed one of the lowest ratings in history.
0,The @HuffingtonPost is a total joke &amp; laughing stock of journalism as is gross Arianna Huffington. They dont report the facts!
0,I have a lawsuit in Mexicos corrupt court system that I won but so far cant collect. Dont do business with Mexico!
1,The Oscars were a great night for Mexico &amp; why notthey are ripping off the US more than almost any other nation.
0,The talks between the U.S. and Iran are going on forever  WORLD'S LONGEST NEGOTIATION. Obama has no idea what he is doing - incompetent!
0,I told you the Oscars were terriblebad look bad talentand among the lowest ratings in shows history.  http://t.co/AOc5aQdVvk 
1,@JPNwrites  The Oscars can learn a lot from the Miss Universe pageant. @realDonaldTrump  True!
1,@JCL30 @realDonaldTrump had a run round @TurnberryBuzz Ails this morning. Going to be great when all the changes are finished. Thanks.
0,Entrepreneurs: Keep your focus and keep your momentum. Believe in yourself--if you don't no one else will either.
1,Entrepreneurs: Identify your goals --  and see each day as an opportunity to show what you can do at the highest level.
0,Entrepreneurs: Review your work habits and make sure they are taking you in the right direction. Don't become complacent!
0,THE DONALD GOT A MUSKET http://t.co/aZmW0Z1lz1  via @fitsnews
0,Trump to host #Oscars? http://t.co/qnU9o2X8XZ
0,My @Live5News int. with @WilliamLive5 in South Carolina with @citadelgop cadets on my 757 discussing 2016 http://t.co/ALH2oa6Avq
0,@TalismanJohnnyA: Waiting to see you at CPAC. Wish your segments were about 5 minutes longer though on Monday mornings #foxandfriends
1,@CatchMeOnForbes: I would love to just chill and talk with @realDonaldTrump about life. Man is a genius!  Thanks.
1,@Colleen_VSU: @realDonaldTrump @foxandfriends just turned it on!! Can't wait to see you at #CPAC2015  Great.
1,@brwneyesnbama: Great morning coffee and @realDonaldTrump on @FoxNews this morning. Doesn't get much better than that. #foxandfriends
0,@belllabooo13:  @foxandfriends Looking forward to hearing your thoughts on this crazy scary world we live in now!! God Bless you and yours
1,@AplemonLemon: @realDonaldTrump @foxandfriends we want to hear you announce that you are going to run! Please!
1,@brwneyesnbama: I love @realDonaldTrump and the way he will speak the truth regardless. I have so much respect for this man. #hero Thanks.
1,@AnnetteNavaret: @realDonaldTrump watching you now on #FOXAndFriends RUN DONALD RUN!!!!
1,@AnnetteNavaret: @realDonaldTrump @foxandfriends RUN DAMN IT!
1,@HeatherChilders: @LavelleGerald @realDonaldTrump @foxandfriends you too Gerald! Thanks for watching! Great job Heather!
0,@dryan5962: @realDonaldTrump always on point ???? http://t.co/ctxhNsKVip
1,@AplemonLemon: @realDonaldTrump nice job this morning on #Foxabdfriends ! You have my vote not Walker
1,The Oscars are a sad joke very much like our President. So many things are wrong!
0,What ever happened to the good old days of The Academy Awards. This show is an insult to the past just plain bad!
0,Worst graphics and stage backdrop ever at the Oscars. Show is terrible really BORING!
1,Going to The Citadel tonight - getting The Nathan Hale Patriot Award. Very nice!
1,"@rosenavy5:  @MCLAUGHLlN I would vote for Donald Trump! ! A true American who understands business and stands by American people!,02-22-2015 00:26:32,51,108,false,569292118063255552"
1,@taylor70778592: #ObamaLovesAmerica like Rosie O'Donnell loves Donald Trump Interesting.
0,@MCLAUGHLlN: @realDonaldTrump i plan on voting for you in 2016. We need economic success in this country I know you can provide
0,"@themindofreyrey: You have to think anyway so why not think big?"" ~@realDonaldTrump #Powerful #QuoteOfTheDay"""
0,@NewsTodayUSA: Two Canadian Coast Guard ships sent to rescue U.S. freighter stuck in ice. #globalwarming? @algore  http://t.co/UUJVHkK1qr
0,@ColdMud: I defy the Belgians or Japanese to produce something like a @realDonaldTrump. If that makes me an exceptionalist I plead guilty
1,Donald Trump promises 'world-class' Crandon Park golf course http://t.co/cXxnYhsVx1 via @WPLGLocal10 by @GlennaOn10
1,"Via @MiamiHerald by Bill Van Smith: ""@jacknicklaus reminisces amid honor at @TrumpDoral"" http://t.co/6ZLcJkA6di"
0,@julsberg1723: @realDonaldTrump @toddinwichita I'll sign up too. Where? When? I'm ready.
1,@newlooksmk: @realDonaldTrump @toddinwichita run baby run!!! We need you!
1,"@BUTTONPUSHER50: @realDonaldTrump @toddinwichita The only man who can get the US out of trouble. I will spread the word if you will run.,02-21-2015 04:53:17,12,50,false,568996858686779392"
1,"@toddinwichita: @realDonaldTrump I will gladly volunteer for your campaign in my area . Please RUN . #VoteForTrump #TrumpForPresident,02-21-2015 03:49:08,30,74,false,568980715955724288"
0,@MichaelDaudel @realDonaldTrump Thank you sir for your words of inspiration to entrepreneurs.  My pleasure. Work hard!
0,Entrepreneurs: Winners see problems as just another way to prove themselves. Remember to focus on the solution--not the problem.
1,Entrepreneurs: Identify your goals. Know precisely what you want to achieve. Have your own vision and stick with it!
0,Entrepreneurs: Difficulties mistakes &amp; setbacks are an inevitable part of business &amp; life. Remember to keep your equilibrium intact.
1,Receiving the Algemeiner Liberty Award--a great honor. http://t.co/SgNDSLZgsG
0,.@TrumpDoral will be featured on @GolfChannel this morning (now).
1,@DbzOptimist: Most people in the US want @realDonaldTrump to Be President...Really Nice. #VoteForTrump
0,@cadigirl13: @realDonaldTrump Your not fired ! your hired! #TrumpForPresident
1,@calimtns: @realDonaldTrump Please Please please run for President I'm begging!!!!
0,@ali_khalil7: @realDonaldTrump you got my vote for 2016! #VoteForTrump
1,@KeatsBen: @realDonaldTrump Good Evening Mr President! @realDonaldTrump
0,@mdamelincourt: @fotograaf @realDonaldTrump @TrumpToronto We are looking forward to welcoming you...
0,"@JLNewman29: To me what matters is doing and giving time is far more valuable than just giving money."" - @realDonaldTrump #Trump16"""
0,@txblondegrad: @realDonaldTrump is the only candidate for president that can beat Hillary and turn this country around. I agree!
1,@tellkell: @MelRivers @Joan_Rivers @realDonaldTrump @IvankaTrump @DonaldJTrumpJr beautiful and touching tribute! Ahhh she is so missed!
0,Via @businessinsider by @BKcolin: Donald Trump called the White House and offered to help fix the BP oil spill http://t.co/IxOr72MtJ5
1,The winner of Best In Show of the 139th @WKCDOGS Miss P visited @TrumpTowerNY today- https://t.co/RRcFE1AHjR
0,Via http://t.co/TkShfpB8Ao  http://t.co/1eFI7cGiGF
1,Gov. Scott Walker just left my office--we had a really wonderful talk. Very interesting! @GovWalker
0,Congrats to @cheflents of TrumpCollection's #TrumpChicago on being a James Beard semifinalist: http://t.co/maobMmCu4L via @CrainsChicago
1,Entrepreneurs:  Ignorance is not bliss it's fatal. It's costly. Pay attention or get crushed. Watch listen and learn.
1,Entrepreneurs:  Pay attention to your negotiation skills. It's all about persuasion and persuasion is power.
0,Entrepreneurs: It's often to your advantage to be underestimated.
1,@dannyandrews51: @realDonaldTrump this country is ready for a true leader and that leader is you! I agree!
1,@jodiestir: Watching reruns of the apprentice @realDonaldTrump absolutely love @piersmorgan brilliant!!
0,Record setting cold and snow ice caps massive! The only global warming we should fear is that caused by nuclear weapons - incompetent pols.
1,President Obama and our negotiators are failed checker players playing against Grand Master Chess champions. Very sad to watch!
0,"Via @fitsnews: ""The Donald Trump Show Is Returning To SC: BILLIONAIRE MOGUL HEADS BACK TO PALMETTO STATE"" http://t.co/cgf4bp44Pv"
0,Looking forward to being honored at @citadelgops Patriot Dinner with @SenatorTimScott in Charleston SC this Sunday http://t.co/6CUGLkdh06
0,Via @Newsmax_Media by Cathy Burke: Donald Trump on 2016 Bid: On Scale of 1-10 I'm 'Much More Than Five' http://t.co/CmBzJvpB4G
1,My joint @seanhannity int. on @FoxNews with @GeraldoRivera recapping @ApprenticeNBC &amp; discussing the 2016 election http://t.co/QqBHlGsJAe
1,The Great Irish Links Challenge @Trump_Ireland &amp; Lahinch Golf Club is coming this June. Dont miss it. http://t.co/0ASDOWPMsy #Doonbeg
0,Among the lowest temperatures EVER in much of the United States. Ice caps at record size. Changed name from GLOBAL WARMING to CLIMATE CHANGE
1,The winner of Best in Show at the Westminster Kennel Club Show Miss P will be coming to my office this morning.
0,@Hasam_A: If @realDonaldTrump ran for president I'd vote for him in a heartbeat.
0,@ryanbushby: @realDonaldTrump my hero and America's hero! Thank you.
1,@TossMyJohnson: @realDonaldTrump run for president
0,@Newsmax_Media: Geraldo: Trump Would Make US a 'Successful Capitalist Entity' http://t.co/Snm7CNzdhs
1,"@xkayla_rae: mom -  leave me alone I want to just be with @realDonaldTrump """" Cute!"
0,@ColinSWood: @realDonaldTrump Donald thank you for raising millions for charity on your show!
0,@AllTheNewsIsNow:  Donald Trump and Geraldo Rivera recap 'Celebrity Apprentice': A look back at the exciting season http://t.co/UjrfwvP0Vc
1,@Furtaw2point0: @ApprenticeNBC @realDonaldTrump @EricTrump @DonaldJTrumpJr @IvankaTrump YES! im recently in love with all things TRUMP!
0,@chingaling3: @ApprenticeNBC @nbc @realDonaldTrump Congratulations
1,"By @kwrcrow: NY Post caught 'LYING' Again! http://t.co/wbFc2AMfIj  ""The Donald should go far."" Actually if I run I'll win."
0,@iCodyTV: Go to work be smart think positively and WIN! @realDonaldTrump #quote
1,@StephPhipps9733: #CelebApprentice #CelbrityApprentice @realDonaldTrump Loved your choice for winner this season! Awesome job! Xoxo!
0,"@OscarBagPledge: Congrats @LeezaGibbons @ApprenticeNBC @realDonaldTrump for donating millions to various charities! #MakingADifference,02-17-2015 15:29:25,16,57,false,567707395720507392"
1,@Radiogal505: @ApprenticeNBC @realDonaldTrump Congrats! Excellent season and Leeza for the win! She was an amazing classy competitor.
0,@TODAYshow: .@CarsonDaly is channeling @realDonaldTrump this morning in Studio 1A! http://t.co/08fMNhytaC
0,@BrandoBarton: @MikeSington @realDonaldTrump so excited about another season of #TheApprentice
1,"@LDHFab40: @KenyaMoore @dblanks @GeorgeMiguelC Even @realDonaldTrump admitted you were nice and a joy to work with.,02-17-2015 14:32:55,10,19,false,567693175985557504"
1,@cookit1960: @TODAYshow @Carson Daly's @realDonaldTrump so happy 4 Leeza. I was hoping she'd win all along.
1,"@jessibee35: @realDonaldTrump Please don't stay gone to long.You make great T.V. I already miss the show.#Hurryback#NewCast #HelpingCharity,02-17-2015 14:31:03,10,33,false,567692709415370753"
1,@GingerzGirl: @MelRivers @Joan_Rivers @realDonaldTrump @IvankaTrump @DonaldJTrumpJr I so loved the tribute. It was just beautiful.
1,@KristyHernandez: Looking forward to #CelebApprentice Season 15!!! My favorite show ?? @realDonaldTrump @ApprenticeNBC
1,@MelRivers: Thank you for amazing tribute to my mom @Joan_Rivers. Beyond touched. Xx  @IvankaTrump @DonaldJTrumpJr #CelebrityApprentice
1,@TNVOLINFL: @accesshollywood @realDonaldTrump @BWilliams @Rosie LOVE @realDonaldTrump Thanks for saying what we think.
0,Jusr arrived at the studio - the place is going wild! LIVE AT 8 P.M.  #CELEBRITYAPPRENTICE
1,@jwt19723: @realDonaldTrump @YankeeRunnerLV You need to be the President Thank you.
1,@jwt19723: @realDonaldTrump @YankeeRunnerLV You need to be the President
1,"@Amit_D_Ranade::Sir thanks for producing The Apprentice. Both the US and the UK shows are a real life management training program. Regards.,02-16-2015 23:20:32,9,42,false,567463567709175808"
0,@YankeeRunnerLV: TONIGHT is perfect time for D.T. to announce he's running for Prez.To Let America know Help is on way #Trump2016 #USA
1,@darryljirwin: @realDonaldTrump any coincidence finale is on President's Day? #trump2016
1,Paulina @MissUniverse Vega will be introduced tonight at the Finale of Celebrity Apprentice.She is a great beauty and a monster star in S.A.
0,@Bravolebrity1 LeezaGibbons @BrandiGlanville @kevinjonas @GeraldoRivera Ratings for #CelebrityApprentice have been at an all time high! #1
1,@GarnerVideoPros:  @Bravolebrity1 @LeezaGibbons @BrandiGlanville @kevinjonas @GeraldoRivera Can't Wait! The show is already Great!
1,@susansmeltzer: @realDonaldTrump @Bravolebrity1 @LeezaGibbons @BrandiGlanville @kevinjonas @GeraldoRivera cant wait!!! Took day off. :)
0,@Bravolebrity1: #CelebrityApprentice season finale tonight!! G-R-E-A-T Show! @LeezaGibbons @BrandiGlanville  @kevinjonas @GeraldoRivera
0,"Via @wsoctv by @BlairWSOC9: ""EXCLUSIVE: Donald Trump talks possible presidential run""http://t.co/1DpR2ybPU6"
1,Apprentice will be amazing tomorrow night!
0,Wow 25 degrees below zero record cold and snow spell. Global warming anyone?
0,@trufacts_101: @realDonaldTrump @fabiolasellsnj ANYTHING WITH THE #TRUMP NAME IS EPIC  Thanks.
0,@fabiolasellsnj: @realDonaldTrump will be EPIC!
0,@webester: @realDonaldTrump @carriejo4ever I hope Geraldo wins...
1,@bryan_carpenter:  @LeezaGibbons should win! She has grown so much and is a natural born leader! So professional and kind. She's a gift!
1,@SusanZoss: @realDonaldTrump Leza Gibbons hands down! Geraldo is too full of himself to be a true leader.
1,@carriejo4ever: @realDonaldTrump Geraldo..he's the man to beat..!
1,"@KRCompanion: @realDonaldTrump - Huge fan of #CelebrityApprentice &amp; your legendary career! TX for sharing your wisdom &amp; courage.,02-15-2015 17:09:50,12,24,false,567007892654800896"
1,.#Celebrityapprentice will be live tomorrow night. Entire cast will be there. Who do you like to win?
0,As a former host of Saturday Night Live I look forward to attending tonight!
0,Record low temperatures and massive amounts of snow. Where the hell is GLOBAL WARMING?
1,@someasianchick: Will you be my valentine @realDonaldTrump ??? Or at least run for president?
1,@manofsteel619: @realDonaldTrump my God I would pay to see you destroy Hillary in a debate please run!
1,@davidsidol: Great meeting @realDonaldTrump today! #TrumpGolf #TrumpNationalCharlotte #1stclass http://t.co/KDKPgyANGV
1,@MichelleRenee_V: @ApprenticeNBC It MUST be @LeezaGibbons because she is well rounded hardworking kind &amp; professional. SHE'S HIRED! ??
1,@The_Buffs: Congrats to @realDonaldTrump in JCOPE victory over lightweight @AGSchneiderman
1,@stephyygurl: Trump in Chicago is ALMOST as beautiful as Mar-A-Lago ?? @realDonaldTrump http://t.co/xsLpITbjwI
1,@CardeCornish @realdonaldtrump thank you for your amazing leadership and inspirational talk in this Valentine's Day http://t.co/a7y09q05IS
1,@lorictolbert: @realDonaldTrump please run for #president2016
0,@CharmianNeary: @realDonaldTrump @NYDNHammond @NYDailyNews @klnynews JCOPE secret proceedings render it useless. Time to close it down.
0,@AndrewChrome: @realDonaldTrump @NYDailyNews @klnynews Congrats Mr. Trump justice prevails
1,@chingaling3: @realDonaldTrump Happy Valentines Day to you and your lovely wife. Jesus Loves you both.
1,Via @NYDailyNews by @klnynews: Donald Trump wins lawsuit against Joint Commission on Public Ethics http://t.co/lpyCF5De5H
0,Score one for the Donald in his battle with @AGSchneiderman. http://t.co/lpyCF5De5H
0,@AllGoodEggs:  @LoriMoreno @TrumpNewYork @TrumpChicago @TrumpWaikiki @TrumpToronto @Forbes Any chance you can make America 5Star please?
0,@JohnWeak: I live for every word this man says @business icon @realDonaldTrump: #realestate @business #successfactors @Entrepreneur
1,@realDBP: @realDonaldTrump @MenOfHistory The Art of the Deal is still the best book ever written on business and life in general! Thanks
0,"@MotAmazeBeGREAT: Sometimes by losing a battle you find a new way to win the war."" - Donald Trump #Inspirational @realDonaldTrump"""
0,@annabelkarmel: Without passion you dont have energy without energy you have nothing  #AKMumpreneur http://t.co/m1drqW37v9
0,"@LoriMoreno: RT @realDonaldTrump Congratulations @TrumpNewYork @TrumpChicago @TrumpWaikiki @TrumpToronto @Forbes Five-Star ratings,02-14-2015 12:46:00,7,22,false,566579108570996736"
1,@RealPro4Real: The most beautiful summary why real estate matters! http://t.co/pwWkefkb00  @IvankaTrump @theRealKiyosaki @DrLisaCoaching
0,"@KLM164: Donald Trump: MSM Investigation Into Scott Walkers College A Double Standard - Breitbart http://t.co/ILuzMMpY5m via @Breitbart,02-14-2015 02:39:01,29,24,false,566426354267484160"
0,"@MotAmazeBeGREAT: What separates the winners from the losers is how a person reacts to each new twist of fate."" - Donald Trump"
1,"@ccrealty2: Its tangible its solid its beautiful. Its artistic from my standpoint and I just love real estate. -Donald Trump,02-14-2015 02:35:43,31,47,false,566425525527531520"
0,@toddlerr: Donald Trump: MSM Investigation into Scott Walkers College a 'Double Standard - He's right #tgdn #tcot http://t.co/ILuzMMpY5m
0,@dawino6260: Donald Trump Rips Media for Scott Walker Investigation: Why Didnt They Go to Obamas Schools? http://t.co/Hn5Ztl4bkP
0,"@WSCP1: Obama records still a mystery - TheDonald: MSM Investigation Into Scott Walkers College A Double Standard http://t.co/ILuzMMpY5m,02-13-2015 23:47:27,113,81,false,566383180283117568"
0,"@MenOfHistory: I like thinking big... if you're going to be thinking anyway you might as well think big."" - Donald Trump"""
0,@marklevinshow: Trump is right http://t.co/sxFzH1s4Od
1,"@FILMBAY_CINEMA: Experience taught me a few things. Sometimes your best investments are the ones you don't make."" Donald Trump"""
0,Congratulations to @TrumpNewYork @TrumpChicago @TrumpWaikiki @TrumpToronto on your Forbes Five-Star ratings @ForbesInspector
0,I look forward to attending Saturday Night Live on Sunday night. I am sure it will be a great show. @nbcsnl  http://t.co/iuZM2VkVvm
0,I still dont know who Im going to choose. @GeraldoRivera or @LeezaGibbons? Who do you like?  @ApprenticeNBC
1,The entire cast will be back for the live finale of @ApprenticeNBC Monday night at 8 PM
0,"@KhanyisaniDlomo: Sometimes by losing a battle you find a new way to win the war"" - Donald Trump."""
1,"@StartupSupaStar: I wasn't satisfied just to earn a good living. I was looking to make a statement."" -Donald Trump http://t.co/scDWnOZizi"""
0,@FenitaAyu1: I know a lot but one thing I know is that I don't know everything. ~ Donald Trump
1,.#CelebrityApprentice Two hour live show on Monday night will determine who will become the winner of Celebrity Apprentice.Full cast returns
1,@PerryGolf: Top 100 Golf Courses @golf_com http://t.co/tMfAwjYlGt @TheHomeofGolf  @TurnberryBuzz http://t.co/45T1wSP6F8
0,@RPTurnberry: @TurnberryBuzz @EricTrump @realDonaldTrump one of the million reason to stay at Trump Turnberry http://t.co/Jn4HwVO2UN
1,@RPTurnberry: @TurnberryBuzz cocktail time at Trump Turnberry http://t.co/RYjv5gIooP
1,@TurnberryBuzz: Today is a memorable day the team has begun to turf our new pitch &amp; putt! http://t.co/OUxTUUKThF What an amazing place!
0,"@RealDonaldTrump stands in defense of @ScottWalker's college record @DraftWalker16 Donald J. Trump stands in... http://t.co/53SRcOPW9R"""
0,"Via @BreitbartNews by @mboyle1: ""DONALD TRUMP: MSM INVESTIGATION INTO SCOTT WALKERS COLLEGE A DOUBLE STANDARD""http://t.co/AmWWjaeh3f"
0,#TBT With @britneyspears http://t.co/oTAPeDSyJd
1,@LuckyShaut @realDonaldTrump If I could only read one of your books which one would you recommend? The Art of the Deal.
1,Entrepreneurs: See each day as an opportunity to show what you can do at the highest level.
1,Entrepreneurs: Success is good. Success with significance is even better.
0,Entrepreneurs: Work on what you will be proud to be associated with. Make your work count.
1,Mar-a-Lago in Palm Beach is one of the great palazzos of the world with a fantastic history. http://t.co/tG2vpj00sV
0,Trump National Golf Club Jupiter is close to Palm Beach and designed by Jack Nicklaus--a masterpiece of a course. http://t.co/4z0jCH7PmE
0,Who should win Celebrity Apprentice on Monday night? Show will be telecast LIVE!
0,@PrabhuSadasivam: Inspiring! Determination &amp; perseverance will pay off @WorldNewsPress1 The Success of Donald Trump http://t.co/kvPnUKP7QZ
0,Let Pete Rose into the Hall of Fame now - 35 years is enough!
1,@WorldNewsPress1: The Success of Donald Trump - Read on http://t.co/kvPnUKP7QZ
1,@tahjeebriggs ready to gain some knowledge from multi-billionaire @realDonaldTrump. this weekend will be nothing less than EPIC
0,Trump Int'l Golf Links &amp; Hotel Ireland fronts the Atlantic Ocean in County Clare for 2.5 miles. Extraordinary! http://t.co/nT7zundGmV
1,Entrepreneurs: Don't ever think you've done it all already or that you've done your best. Don't sell yourself short!
1,Entrepreneurs: Having an ego and acknowledging it is a healthy choice. There's nothing wrong with bringing your talents to the surface.
0,Entrepreneurs: Listen and learn from others but make your own decisions. Take responsibility for yourself. It's a very empowering attitude!
1,Trump National Golf Club Washington D.C. is situated on 600 acres overlooking the Potomac River. Beautiful!   http://t.co/KMaHBBQLXU 
0,@Addictd2Success: The Success of Donald Trump - http://t.co/ZrnPkUtA05
1,@nikkoarganese23: @realDonaldTrump you the truth!! I love you
0,@sebplaski: @realDonaldTrump Why is Trump for real? Because he knows how to deal!
0,Brian Williams who is not the nice guy that people think he is has now become totally irrelevant. He will never again hold court!
1,@ericleebow: Learning that you were once 900 million in debt at one point can make any entrepreneur a believer. Amazing success story.
0,"@SheStampsAlot: @NBCNews @TODAYshow #FireBrianWilliams disgrace to news. Ask any military vet if they misremember being fired at.,02-11-2015 03:20:57,49,81,false,565349745137553408"
1,@dcfoodsafety: Mr. Trump I am shooting for a Leeza win she had been a class act for many years in the public eye! #celebrityapprentice
0,@AgeGrilli35: @realDonaldTrump Geraldo is going to win I might riot if he losses #CelebrityApprentice
0,@tthompson67: I began reading @realDonaldTrump quotes and used them to motivate my staff yesterday. Stay tuned for results!
0,@VMilaccio: #DonaldTrump was right about #RosieODonnell. She is a no talent loser who deserves her comeuppance. @realDonaldTrump
0,I have long stated that Brian Williams was not a very smart guy - all you have to do is look at his past. Now he has proven me correct!
1,@Mack_Theresa: Your family is beautiful. This is the 1st season that I have watched #celebrityapprentice. Gosh I hope Leeza wins!
0,Donald Trump Congratulated on @foxandfriends for Receiving the @Algemeiners Liberty Award http://t.co/r9fAKxOMrn via @Algemeiner
0,Via @BostonDotCom by @lilsarg: Donald Trump on Snow Salt Vaccines and the Oval Office http://t.co/qOFWXjGQwb
1,Entrepreneurs: Be totally focused. Being successful requires nothing less than 100% of your concentrated effort.
1,Entrepreneurs: Be passionate--you have to love what you're doing to be successful at it.
1,Entrepreneurs: Negotiation is an art. Treat it like one.
0,Via @foxnewslatino by @GeraldoRivera: @ApprenticeNBC Diary: And Now There Are Two http://t.co/XrlwgxESCO
1,The best vision is insight. -- Malcolm Forbes
0,With America's debt topping $21T by the end of his presidency Obama will have effectively bankrupted our country. @davidaxelrod
1,@SenorVito9: @realDonaldTrump your contributions to the world are priceless! Thank you for your wisdom and inspirational life! Thank you!
0,@MasterBaxter8: @realDonaldTrump @chirofrenzy I'm not because if he runs the White House will be his.
1,@FanOfGreenMMs: @SarahPalinUSA not only nice hair he is a warrior &amp; leader! You can trust him. He genuinely loves America &amp; American.
